,HSNS1,HSNS2,HSNS3,HSNS4,HSNS5,HSNS6,HSNS7,HSNS8,HSNS9,HSNS10,DDP1,DDP2,DDP3,DDP4,DDN1,DDN2,DDN3,DDN4,DDM1,DDM2,DDM3,DDM4,age,gender,accuracy,country
297,4,4,3,3,4,4,4,2,4,2,2,1,3,4,4,4,2,4,2,2,2,1,20,2,70,US
298,3,1,4,3,3,5,3,3,5,1,5,4,3,5,3,2,3,2,4,5,5,1,16,2,99,US
299,5,5,5,4,2,4,5,4,4,2,1,1,1,1,5,5,4,1,1,4,4,2,26,1,95,US
300,5,5,5,2,5,5,5,5,5,4,4,2,3,5,5,5,2,2,1,2,4,1,22,3,80,GB
302,2,4,5,2,2,4,3,4,3,2,2,3,2,4,4,1,2,2,3,4,4,2,21,2,75,GB
304,2,4,4,2,2,4,4,3,3,3,2,2,2,4,3,3,4,3,3,3,2,2,41,2,90,US
305,5,5,5,4,2,5,5,5,5,2,1,2,3,5,5,3,4,2,4,4,4,1,51,2,95,US
306,5,1,2,4,4,4,2,4,5,2,5,0,4,3,3,3,4,3,3,4,3,4,19,1,99,US
307,2,1,3,2,3,4,2,2,2,2,1,1,3,4,1,1,3,1,1,4,1,3,34,2,80,US
308,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,4,2,2,2,3,4,2,44,2,95,US
309,5,5,5,3,2,5,4,1,5,2,1,1,4,5,4,2,1,4,4,4,4,1,31,2,99,GB
310,3,1,1,2,2,4,2,2,4,2,2,2,4,5,2,2,2,2,4,3,4,2,32,1,90,GB
311,4,1,2,3,4,5,2,5,4,2,3,1,4,5,3,1,3,1,2,4,1,1,26,2,85,US
312,5,5,5,4,5,5,5,5,5,2,5,3,5,5,5,5,5,5,5,4,5,4,25,1,60,US
313,5,2,3,3,4,5,4,3,5,2,4,4,3,3,3,2,3,4,4,4,3,3,22,1,100,US
316,5,2,5,4,3,5,2,5,4,4,2,2,3,2,4,3,4,4,4,4,2,3,21,2,75,SG
317,5,1,5,5,5,5,1,4,4,5,5,2,5,5,3,4,5,2,5,4,5,5,18,1,85,US
319,5,4,4,2,4,5,4,4,4,2,4,4,4,4,3,3,3,3,4,4,3,3,26,1,83,US
320,4,1,5,2,4,4,1,3,4,3,1,1,1,5,5,2,1,1,1,3,2,1,29,1,85,US
321,3,3,3,2,3,4,3,4,4,4,2,2,3,3,4,4,3,2,2,3,2,2,18,1,85,US
322,1,3,4,2,3,4,1,1,5,2,2,1,4,5,4,3,2,2,2,4,2,1,18,0,97,US
323,5,4,5,4,3,4,4,5,4,5,3,4,3,5,4,3,5,3,4,5,5,4,24,1,95,US
324,4,3,4,3,4,4,4,3,5,3,5,4,3,5,4,4,4,4,5,5,4,4,27,1,100,GB
325,3,2,2,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,47,2,90,IN
326,4,4,2,2,1,4,4,1,4,1,1,1,1,3,4,4,2,2,2,3,2,1,31,2,75,US
327,2,4,2,4,2,2,4,2,4,1,1,1,2,4,3,2,2,2,1,4,2,2,54,2,90,US
328,3,4,4,3,1,4,4,2,4,1,1,2,4,4,4,4,4,4,2,4,2,2,17,1,95,GB
330,3,2,2,3,4,3,4,3,4,2,1,3,3,4,4,4,4,2,4,5,4,2,41,1,85,CA
331,2,3,2,2,2,2,3,2,4,1,2,1,1,2,4,4,4,2,2,2,3,1,54,2,90,US
332,3,4,2,4,4,2,4,4,2,2,4,2,4,4,4,3,4,2,4,2,4,4,48,1,90,US
333,2,4,1,2,2,2,2,2,2,2,1,1,2,2,4,4,2,1,1,2,4,1,67,2,90,US
334,5,1,1,3,4,5,3,3,1,3,5,5,4,5,1,1,1,3,2,4,3,3,56,1,10,US
335,3,3,2,3,3,5,3,2,4,2,2,2,2,5,5,2,4,3,3,4,2,3,26,1,99,US
337,2,3,4,2,2,2,2,2,3,2,1,2,1,4,4,2,2,3,1,2,3,1,20,1,85,IE
338,4,4,4,2,2,4,4,2,4,1,2,2,4,4,4,4,3,4,2,3,2,2,17,1,100,GB
339,3,2,2,4,3,4,3,4,4,3,4,2,4,5,4,4,4,2,2,3,2,3,28,1,88,US
340,2,4,4,4,4,5,4,4,4,4,1,2,4,5,4,2,4,4,1,4,4,2,20,1,90,US
341,5,2,4,3,3,5,4,4,5,4,5,4,5,2,5,4,3,5,5,5,5,4,46,2,100,US
342,5,5,5,2,5,5,5,5,5,1,1,2,1,4,5,5,4,5,5,5,4,5,18,2,90,CA
343,2,1,2,2,1,4,4,1,3,1,2,1,5,5,2,1,2,3,4,3,2,3,15,2,100,US
346,1,4,2,2,1,4,4,2,2,1,1,1,1,3,5,4,2,2,5,4,5,2,50,2,90,US
347,5,4,2,4,1,4,4,4,4,1,1,2,3,3,4,4,4,2,1,3,2,2,19,3,80,US
348,5,3,5,3,3,5,4,4,5,1,4,2,5,5,5,5,5,4,4,5,5,2,28,1,100,US
349,3,4,5,2,3,4,4,3,3,0,5,1,1,4,2,2,1,1,5,2,1,1,35,1,90,AU
350,2,2,4,5,4,4,4,4,4,5,5,5,4,3,4,4,5,2,4,5,4,4,27,1,80,GB
351,2,4,2,2,2,2,4,2,4,2,1,2,2,3,4,4,3,3,3,2,2,2,16,1,80,US
352,4,4,5,1,1,0,2,5,5,1,2,1,1,4,5,4,4,4,1,2,1,1,15,1,95,US
353,5,4,5,3,5,5,4,4,4,4,3,4,5,4,4,4,5,4,4,4,2,4,17,1,100,PH
354,5,4,2,3,2,4,4,3,1,4,4,4,5,4,1,1,1,3,5,5,4,5,13,1,77,PH
355,3,5,5,4,3,4,2,4,4,3,3,3,5,3,4,4,5,4,4,4,2,2,23,2,9,NZ
357,3,3,4,2,4,4,3,4,4,1,1,2,2,3,4,4,2,1,2,3,2,2,23,1,98,US
358,3,2,3,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,3,2,2,24,1,85,US
359,4,4,5,2,4,4,4,4,4,2,2,2,2,4,4,2,1,1,2,2,4,2,33,1,80,GB
360,4,4,4,3,4,4,4,4,4,4,3,3,4,5,4,2,2,4,4,4,4,3,42,1,90,US
361,4,4,4,2,2,2,3,3,2,1,2,2,2,3,4,2,2,2,2,4,3,2,25,2,95,GB
363,5,5,5,5,5,5,5,5,5,5,3,4,5,5,2,4,2,4,4,5,4,4,43,2,100,CA
364,5,2,4,5,5,5,3,4,4,3,1,1,3,5,4,3,4,4,1,5,5,2,32,1,8,US
366,4,3,4,2,2,2,3,3,3,2,2,2,2,3,3,3,2,2,2,2,2,2,25,2,75,US
367,2,2,5,1,2,4,2,2,4,2,4,2,5,4,4,2,5,2,4,4,2,2,20,1,85,US
368,5,1,5,2,5,5,1,5,3,3,5,5,5,5,4,1,5,2,5,5,1,5,18,1,90,US
369,4,4,3,2,4,4,4,2,2,3,2,2,2,5,4,3,3,2,2,4,5,2,23,1,95,US
371,1,1,2,4,3,4,2,4,3,3,2,2,4,4,2,3,2,3,1,4,3,2,30,1,98,US
372,5,3,5,4,4,3,4,4,4,2,2,3,3,4,4,3,4,3,4,4,1,5,23,2,85,GB
373,4,4,4,3,4,4,4,3,4,3,2,3,3,4,4,4,4,4,2,4,4,2,23,1,80,AU
375,4,1,3,4,1,3,3,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,23,2,80,DE
376,2,2,4,2,4,4,4,2,1,2,2,4,2,5,5,4,5,1,2,5,2,4,25,1,90,SG
377,4,5,4,4,5,5,4,5,4,2,4,5,4,5,3,4,4,5,5,5,4,5,18,1,90,CA
378,5,5,4,5,2,5,4,5,5,4,1,2,1,5,5,4,5,1,4,5,4,1,22,1,80,GB
379,4,3,2,2,2,4,3,4,3,1,1,1,1,3,4,3,3,3,1,2,2,2,29,2,70,US
380,3,2,4,3,4,4,3,3,3,4,4,4,5,5,2,2,2,3,4,4,3,4,23,1,88,US
381,2,3,4,1,2,2,3,4,4,1,1,3,1,3,2,4,1,2,2,2,2,2,31,1,99,US
383,4,1,4,4,2,5,4,3,4,2,4,2,4,4,5,3,5,2,4,5,4,4,23,1,85,US
384,1,4,2,2,1,3,5,1,1,1,1,1,1,2,5,2,1,1,2,2,1,1,56,2,100,US
386,4,3,5,3,5,5,4,4,5,1,2,2,4,4,0,1,2,3,4,4,2,3,24,2,85,FI
387,3,4,2,2,4,4,3,4,1,4,1,1,3,5,4,1,2,2,2,1,2,1,46,2,100,CA
388,5,4,5,4,5,4,4,5,5,4,4,4,3,5,4,1,2,2,2,4,4,3,31,2,80,AU
389,5,5,5,4,2,5,5,5,5,1,2,1,4,5,5,5,3,1,4,1,4,1,31,2,99,US
390,4,4,3,1,1,4,5,2,4,1,1,1,1,5,3,3,1,1,1,1,1,1,37,2,75,US
391,5,5,5,1,3,5,4,4,5,1,5,5,3,5,5,5,4,5,5,5,5,5,0,2,100,US
392,5,3,4,3,3,4,4,5,5,2,4,4,3,3,5,5,4,5,5,4,4,3,25,2,50,US
393,5,2,2,1,2,5,4,5,4,2,4,5,5,5,5,5,5,5,5,1,5,5,31,1,95,US
394,5,5,5,5,4,5,5,3,5,1,2,2,3,4,5,5,4,4,5,5,5,4,22,1,100,US
395,4,4,4,3,4,3,3,4,3,4,2,3,3,3,4,1,3,1,1,3,2,1,30,2,80,US
398,5,3,5,2,4,5,5,5,3,3,4,2,4,3,5,3,3,5,5,5,5,4,20,1,100,US
399,5,5,4,5,5,5,5,5,5,3,3,5,4,5,5,5,4,3,2,2,5,1,24,1,70,US
400,5,5,5,1,1,5,5,1,1,1,1,1,1,5,1,1,1,1,4,4,4,1,33,2,100,US
401,2,3,2,2,3,2,3,2,4,2,1,2,4,5,3,2,3,3,4,1,4,2,31,2,85,US
404,3,5,3,2,2,4,4,3,3,2,2,2,2,2,4,4,4,3,3,3,4,2,22,2,90,AU
405,4,5,5,3,4,4,4,4,4,3,1,2,3,4,2,1,2,2,2,3,3,2,30,1,80,CA
406,5,3,4,1,3,5,4,4,4,1,3,5,4,4,5,4,4,2,3,4,4,3,18,2,85,US
408,4,4,4,4,3,4,1,4,4,4,4,3,4,4,4,5,4,4,4,5,4,4,35,1,90,US
409,4,2,4,3,2,3,3,1,2,3,4,2,4,5,4,4,2,2,4,3,2,2,15,2,90,US
410,4,3,3,3,5,3,4,4,5,3,4,4,5,5,4,4,4,3,4,4,3,4,16,2,80,AU
411,3,3,2,3,2,4,2,2,4,3,2,2,2,2,2,2,2,2,2,2,3,2,16,2,50,AU
412,5,2,3,3,4,5,4,4,3,3,3,4,5,4,2,2,2,3,3,5,5,4,27,1,85,US
413,5,1,2,2,2,4,4,2,4,2,4,2,4,3,4,3,4,2,1,4,2,1,16,1,95,US
414,4,4,4,2,2,4,4,1,3,2,2,4,2,4,5,5,4,2,1,4,3,2,17,2,80,US
415,4,4,4,5,4,4,4,4,4,2,4,4,4,5,4,4,4,2,3,4,2,3,20,1,85,AU
416,4,1,4,3,4,2,1,2,1,2,1,2,2,4,2,1,1,1,1,1,1,1,19,2,100,IN
417,5,5,3,2,5,5,5,5,4,2,2,3,2,5,4,4,4,2,3,4,2,3,19,1,50,NZ
418,4,4,4,3,2,4,4,2,5,1,1,2,1,2,5,5,4,3,2,2,3,2,18,2,85,SG
419,5,1,4,5,3,5,2,4,5,1,4,2,4,4,4,1,2,2,2,4,2,2,34,1,90,US
420,3,2,2,3,4,5,2,4,2,4,3,3,4,4,3,3,3,2,2,2,2,2,22,2,75,FI
421,2,1,5,1,3,2,4,1,5,1,3,1,2,5,1,1,2,4,1,3,3,1,20,2,90,FR
422,5,4,3,5,1,5,4,5,5,2,4,2,1,1,5,5,5,5,5,5,5,4,19,2,100,US
423,4,4,1,3,2,5,5,4,1,1,2,4,5,5,4,4,4,5,5,5,4,4,50,1,95,CA
424,3,2,5,2,2,4,4,4,1,4,1,2,4,4,4,1,4,3,1,3,1,2,15,1,80,GB
425,3,4,3,2,2,2,2,1,2,1,1,1,1,1,3,3,2,1,1,3,2,1,30,2,80,US
426,4,3,3,2,2,5,2,3,4,1,4,1,3,4,5,4,3,1,2,5,1,3,20,1,89,US
428,5,3,4,4,3,5,5,5,4,3,5,5,5,3,5,4,5,3,5,4,5,3,30,0,90,US
429,2,4,5,4,1,4,4,2,2,1,2,2,1,3,3,3,3,1,2,4,2,1,35,2,95,US
430,5,4,4,2,5,4,4,4,4,4,5,5,4,4,5,4,4,4,5,5,4,4,29,1,95,SG
431,5,4,3,5,5,5,4,5,3,5,5,5,5,5,4,4,4,0,4,5,4,5,53,1,100,US
432,4,1,5,4,4,4,2,5,4,1,3,1,5,3,4,4,4,2,2,4,1,3,18,2,85,US
433,2,4,4,2,2,4,2,1,3,2,3,2,2,3,2,2,3,1,3,2,2,1,21,2,85,US
434,5,5,4,4,1,5,5,2,2,2,1,1,1,1,1,1,1,1,1,1,3,1,50,2,87,CA
435,5,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,5,5,4,5,18,1,90,US
436,5,4,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,18,1,90,US
437,5,4,5,2,2,5,4,1,4,2,1,1,4,1,4,4,5,4,4,3,4,1,22,1,95,AU
438,4,2,2,1,1,5,4,2,3,2,1,2,1,1,4,3,2,1,1,4,4,1,21,1,80,AU
439,2,4,3,3,2,4,4,2,3,3,2,2,2,2,4,4,3,2,3,4,4,2,36,1,70,GB
440,5,5,5,4,3,4,4,5,4,3,1,1,2,4,4,5,4,4,1,2,3,1,58,1,75,NL
442,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,1,25,PL
443,2,2,4,2,2,4,2,2,4,1,2,1,2,4,4,4,4,4,2,4,2,2,15,1,100,US
444,5,5,5,5,2,5,5,3,5,2,4,3,2,1,5,5,5,2,5,5,5,4,19,2,95,CA
448,5,1,3,3,4,5,2,4,4,4,4,2,4,1,3,1,3,3,4,4,4,4,19,1,50,US
449,4,2,2,2,4,4,4,4,3,4,2,3,4,4,4,4,4,2,3,4,4,3,23,1,85,US
450,4,1,2,1,2,4,2,2,2,1,4,4,4,5,2,2,3,2,4,4,4,4,19,1,75,US
451,3,3,3,3,4,3,3,2,4,1,3,2,3,3,3,3,4,2,2,4,2,4,20,1,95,CA
452,5,2,3,3,4,5,2,5,4,2,3,4,4,3,4,2,5,2,5,5,5,4,25,1,100,US
455,2,1,2,2,4,5,1,3,2,2,4,4,4,5,4,2,4,3,3,2,2,2,18,1,1,AU
456,3,1,2,3,4,4,3,3,2,3,3,2,4,4,4,3,4,2,4,2,2,3,19,1,90,US
457,4,2,2,5,5,4,1,4,5,3,5,5,4,5,5,4,5,3,4,4,4,4,17,1,90,US
458,4,4,3,5,1,4,3,3,2,1,1,1,1,5,4,3,3,3,4,4,3,3,32,3,50,SE
459,3,1,2,3,4,5,2,4,3,3,5,5,5,5,5,4,4,3,4,5,4,4,35,1,95,US
460,2,2,2,2,2,4,2,2,4,3,2,2,3,4,3,2,2,3,2,3,2,3,54,1,100,CA
461,3,5,5,3,2,5,4,1,4,2,2,1,2,3,3,2,3,1,3,4,2,2,19,1,94,US
462,3,4,3,1,2,3,4,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,27,2,95,AU
463,5,5,5,5,5,5,5,5,5,3,5,1,1,1,1,1,5,1,5,5,1,5,54,2,100,US
464,4,1,2,1,4,5,1,4,2,4,4,4,5,4,3,2,3,4,4,5,4,4,20,2,100,US
465,3,3,4,2,3,5,4,1,3,2,4,2,4,4,2,1,3,2,2,2,1,2,16,2,90,AU
466,5,2,2,1,1,1,4,4,2,1,3,2,2,1,4,4,1,1,4,4,3,1,41,1,85,FI
467,3,4,4,2,3,4,4,2,2,2,1,1,2,4,4,3,2,1,3,4,3,2,45,2,95,US
468,5,2,1,4,3,4,2,4,4,3,4,5,5,4,3,4,3,1,5,5,5,5,17,2,89,US
470,3,1,3,2,4,4,2,2,2,1,2,4,4,4,2,1,1,2,4,4,3,4,18,2,87,US
471,2,2,4,3,2,3,4,3,4,3,2,2,4,3,2,2,4,2,1,1,1,1,19,2,90,US
472,3,4,4,2,1,4,5,1,4,4,4,4,2,4,1,1,1,2,4,4,4,4,17,1,96,US
473,4,4,1,1,2,4,4,1,4,2,1,1,3,1,4,4,4,2,2,2,4,1,32,2,50,US
474,2,1,2,5,4,4,4,2,1,3,3,2,3,4,5,4,5,1,2,4,2,2,13,1,75,US
475,1,2,4,4,3,3,2,2,4,1,3,5,3,3,5,5,5,2,1,4,5,2,16,1,85,US
476,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,4,3,5,4,4,21,1,8,CA
478,5,3,4,4,2,4,4,4,4,4,2,4,4,4,4,2,2,4,4,5,4,4,33,1,90,US
479,3,5,2,3,1,2,2,3,4,3,1,2,2,4,3,3,3,3,3,3,3,3,27,2,85,US
480,4,4,5,2,2,4,4,4,4,2,2,2,2,4,4,4,2,4,2,4,4,1,18,2,75,US
481,2,4,4,2,4,2,4,4,4,0,1,1,2,4,4,2,2,2,4,5,2,0,29,1,90,US
482,5,1,4,4,5,5,1,5,4,5,4,4,5,3,5,4,5,5,4,5,5,3,24,1,90,US
483,4,3,4,0,4,4,3,4,4,3,4,4,3,3,4,4,4,3,2,2,2,2,13,1,95,US
484,4,3,4,4,4,4,4,4,4,4,2,4,3,5,4,4,5,4,4,4,4,4,56,1,80,US
485,4,4,4,2,3,4,3,5,2,3,3,1,4,2,3,2,0,2,1,1,1,2,21,3,100,US
486,2,4,2,3,2,4,4,3,4,2,5,2,4,2,5,5,5,4,5,5,3,5,21,1,100,US
487,2,5,4,3,1,4,5,2,1,3,1,2,3,5,1,1,1,1,1,4,1,1,23,1,100,US
488,5,5,2,4,5,4,5,5,4,4,5,5,5,5,4,4,5,4,5,5,5,5,36,2,95,GB
490,4,4,5,5,4,4,5,3,3,3,3,3,3,3,5,5,2,3,5,4,3,2,19,1,100,IE
491,4,4,2,4,1,4,4,1,4,1,1,1,2,4,3,4,2,2,2,4,4,2,43,1,75,GB
492,2,5,1,1,2,3,5,3,4,1,1,1,1,2,5,5,5,3,3,3,4,2,45,2,80,CA
493,2,5,5,1,1,4,5,1,4,1,1,5,1,4,5,3,1,1,5,5,5,2,18,1,95,US
494,2,1,2,1,2,4,2,2,1,3,4,3,4,3,4,4,4,4,4,5,1,4,16,2,60,SG
496,3,3,4,1,2,4,4,3,4,1,2,2,3,1,1,3,2,1,1,4,2,1,14,2,70,GB
497,4,4,2,3,3,4,4,4,1,5,4,1,3,2,1,4,4,1,1,2,1,1,26,2,80,SG
498,4,3,4,2,4,5,2,4,3,2,2,1,3,1,3,3,2,2,2,2,2,2,20,1,87,US
499,2,2,4,2,2,4,2,2,3,2,4,4,3,4,4,3,2,4,4,4,3,3,15,2,99,US
501,3,3,4,4,2,5,4,2,2,1,4,1,4,5,5,4,4,4,1,2,4,1,28,1,90,GB
502,5,4,4,2,4,5,4,4,4,4,3,4,5,4,4,4,4,3,4,4,4,4,29,1,100,US
503,5,1,4,2,5,5,5,5,1,2,4,5,5,5,1,1,2,1,5,5,5,5,36,1,90,US
504,2,2,5,2,4,4,3,2,4,2,3,4,2,5,4,3,3,2,4,4,3,4,20,1,90,NL
505,5,4,4,2,2,4,5,2,4,3,2,3,4,4,3,3,4,4,4,5,4,3,36,2,95,US
506,4,0,5,4,4,5,4,2,5,2,4,2,4,4,4,4,2,4,4,4,1,3,17,2,99,US
507,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,5,5,5,5,21,1,100,AU
508,1,3,3,3,4,5,3,4,3,3,4,4,4,4,1,1,1,2,1,2,1,1,15,1,98,US
509,3,4,4,2,1,4,4,1,2,1,4,0,4,2,5,2,2,1,1,4,3,2,14,1,85,US
510,2,4,5,2,2,4,5,3,4,2,2,2,4,5,5,4,3,5,4,4,4,3,32,1,75,NZ
511,3,2,3,4,3,3,4,3,4,3,2,2,2,4,4,4,4,3,3,4,4,3,49,2,90,AU
512,3,4,5,5,5,4,4,5,5,4,3,4,3,5,5,1,3,5,5,5,5,4,20,2,77,US
513,4,5,5,2,3,4,5,3,4,2,2,4,5,5,5,5,4,4,3,5,3,3,23,3,75,SG
514,4,5,5,5,2,5,5,4,5,4,4,5,3,4,4,3,3,4,4,5,5,4,28,2,97,SE
515,5,5,2,1,1,2,5,2,3,1,3,2,2,3,4,4,3,2,2,4,3,1,28,2,35,DE
516,4,4,3,3,2,4,4,2,2,1,2,1,2,2,2,3,1,2,2,1,4,2,44,2,95,US
517,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,5,4,21,1,90,CA
518,5,5,5,1,2,5,5,3,5,1,1,1,1,5,5,5,5,1,3,4,3,1,21,1,90,GB
520,5,2,4,2,4,5,3,5,5,1,3,3,4,5,4,4,3,2,2,4,3,3,21,1,50,CA
521,5,4,5,2,4,5,5,5,4,4,4,4,5,4,5,5,5,1,4,3,5,3,30,1,70,CA
522,4,2,4,3,5,3,2,0,3,2,4,4,4,4,4,3,4,3,4,4,3,4,20,1,75,US
523,5,5,5,5,5,5,5,3,5,2,4,5,4,5,5,4,4,4,5,4,4,4,19,1,100,US
524,5,4,4,1,4,5,4,4,3,4,3,1,2,5,3,2,2,2,4,4,2,1,26,2,65,US
525,4,3,4,5,5,5,4,4,4,4,5,4,5,5,5,4,5,3,4,5,5,3,22,2,100,US
526,4,3,4,4,4,5,4,5,5,4,5,4,5,5,5,3,4,4,5,5,5,5,50,1,99,GB
527,4,4,5,3,4,3,4,4,4,3,2,4,3,4,5,4,2,3,3,5,4,2,16,2,95,US
528,4,2,1,5,4,5,1,3,5,2,4,2,4,1,3,5,3,3,4,5,5,3,20,1,95,US
529,4,2,4,4,4,5,3,4,5,5,3,3,4,4,5,5,5,3,4,5,5,4,24,1,95,US
531,5,5,4,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,23,2,80,US
532,5,4,4,4,4,4,4,5,4,5,5,3,4,5,5,5,4,3,3,5,3,3,16,1,95,US
533,4,1,4,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,26,1,90,CA
534,5,1,4,3,4,4,4,4,5,1,4,4,5,4,4,4,4,4,4,4,5,4,21,2,99,US
535,5,1,2,2,4,2,5,3,5,4,4,4,4,2,5,3,3,4,3,4,4,2,18,1,90,AU
537,4,4,4,1,3,3,4,3,2,2,5,0,3,4,3,3,2,3,2,4,3,2,43,3,65,NZ
538,5,5,5,1,5,5,4,4,5,1,4,4,4,5,5,5,4,4,4,5,4,3,25,1,90,US
539,2,4,3,2,2,4,1,2,3,2,2,4,2,3,4,4,4,3,4,3,4,3,60,1,80,IN
540,4,1,5,4,2,5,5,5,5,4,2,2,5,5,5,5,5,5,5,5,1,5,17,1,100,DE
541,4,4,4,4,4,2,2,5,5,4,4,2,4,4,3,1,2,2,2,4,4,4,15,1,80,GB
542,5,4,5,2,2,4,5,4,5,3,1,1,0,4,5,5,4,4,2,2,3,2,33,1,85,SE
543,5,3,2,4,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,2,99,US
544,4,1,1,2,4,3,2,1,3,3,1,3,1,1,3,3,1,1,1,2,3,1,55,2,100,US
546,4,5,4,4,2,5,5,4,5,3,2,2,3,4,5,4,4,2,3,4,2,2,21,2,95,CA
547,4,5,5,2,1,4,4,2,4,2,1,1,1,4,2,4,1,2,1,2,4,1,42,1,80,US
548,4,4,4,3,1,4,4,3,3,2,2,2,3,4,5,4,3,2,2,4,4,1,24,2,80,US
549,4,4,4,2,2,4,5,4,4,3,2,1,3,3,4,4,2,4,2,2,2,2,23,2,75,US
550,5,1,2,5,3,5,2,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,38,1,100,CA
551,3,2,2,2,4,3,2,3,4,1,1,2,2,4,4,2,2,2,1,4,4,2,17,1,85,GB
552,3,2,3,2,2,2,4,2,2,2,1,2,2,3,2,3,2,1,2,3,3,2,35,1,80,US
553,5,3,2,1,1,4,4,4,4,2,1,1,1,4,4,4,4,1,1,1,3,1,38,1,99,US
554,4,1,3,3,2,4,4,4,5,4,1,4,4,4,2,2,4,4,3,4,4,4,22,1,85,US
555,5,5,5,2,4,4,5,4,4,3,3,2,4,5,4,1,3,1,2,4,2,2,23,2,89,US
556,5,2,3,2,3,3,3,4,3,3,2,3,4,2,5,4,3,3,3,4,4,2,33,1,75,US
557,4,1,1,2,4,4,2,4,1,5,4,4,4,3,5,4,5,5,3,4,2,4,30,1,95,SE
559,5,3,4,3,4,4,4,5,2,3,3,4,4,4,5,4,3,4,5,5,4,2,18,2,90,PL
560,3,2,3,2,1,2,2,2,4,2,1,2,1,3,4,4,4,2,2,2,4,1,22,1,80,SE
561,2,5,4,4,4,5,5,4,1,4,0,3,4,2,0,0,4,4,3,4,1,3,21,2,85,IN
562,2,1,2,3,3,3,2,2,2,3,4,4,5,5,3,4,4,3,5,5,4,5,0,0,90,CA
563,3,3,4,2,2,4,4,2,4,2,1,1,3,3,3,3,3,3,3,2,4,2,32,1,88,NL
564,4,5,3,3,5,4,4,3,4,4,3,3,3,4,4,5,4,2,3,4,3,2,19,1,95,GB
565,1,1,1,1,5,5,1,1,5,5,5,1,5,5,1,1,1,1,1,5,5,1,24,1,100,CA
566,4,2,4,2,4,5,5,3,5,4,4,2,3,3,4,4,3,4,3,5,4,2,21,1,89,US
567,3,4,4,2,1,4,4,2,2,1,2,2,1,5,3,2,1,2,3,4,4,2,39,1,60,US
568,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,40,1,100,US
569,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,23,2,94,AU
570,4,4,5,3,5,4,4,3,4,2,1,1,3,5,5,3,2,2,1,3,2,2,23,2,70,US
571,5,2,4,2,2,5,4,3,4,2,5,4,4,2,2,2,2,3,4,4,4,2,20,2,90,US
572,5,5,4,4,1,4,4,4,4,1,1,1,1,1,4,4,1,1,3,4,4,1,37,2,99,US
573,2,4,4,1,2,3,3,3,3,2,1,1,2,3,4,4,2,3,3,2,2,3,35,1,20,IN
574,5,4,4,4,2,2,5,4,4,2,2,4,1,2,4,4,4,2,4,4,2,3,37,1,90,GB
575,1,5,5,2,4,4,5,2,4,2,2,4,1,3,1,1,1,2,5,5,1,1,26,2,85,US
576,4,4,4,2,2,3,2,3,4,2,2,2,2,4,4,4,2,2,2,2,2,2,17,2,60,FI
577,5,4,1,4,5,5,5,5,5,5,1,5,3,4,5,5,5,5,5,5,5,4,23,1,90,US
578,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,21,1,95,US
579,4,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,40,1,100,CA
580,4,4,5,3,4,4,4,5,3,4,4,4,4,4,3,3,3,4,4,4,4,4,41,0,95,US
581,4,5,4,2,2,4,5,4,2,2,2,2,2,4,4,2,3,2,3,4,3,2,47,1,80,US
582,5,1,5,4,1,4,2,5,5,1,4,1,5,5,4,4,4,2,4,4,2,3,14,2,50,AU
583,5,3,3,3,5,5,4,1,5,5,4,5,4,4,4,3,4,3,4,4,4,4,26,1,95,US
584,3,1,2,2,4,4,2,4,2,2,5,4,4,4,4,3,1,3,4,5,4,3,18,2,90,US
585,4,5,5,4,5,4,4,2,5,5,4,2,4,3,4,5,4,3,4,5,5,4,38,1,8,US
586,3,4,1,5,2,5,4,1,3,1,1,1,1,4,1,1,1,1,1,2,3,1,62,1,90,US
587,5,5,4,2,4,4,5,4,4,2,1,1,3,4,4,3,4,2,1,1,2,1,34,1,85,US
590,4,4,4,2,2,5,5,1,5,1,1,1,1,4,4,4,4,1,1,2,2,1,19,1,99,US
